longitude,latitude,prec_hiver,prec_printemps,prec_ete,prec_automne,Tmin_hiver,Tmin_printemps,Tmin_ete,Tmin_automne,Tmax_hiver,Tmax_printemps,Tmax_ete,Tmax_automne
5.429,31.995,2.2166665,3.075,0.56666666,6.6,6.3333335,16.666666,28.666666,18.416666,20.0,31.416666,43.666668,32.0
7.107,31.995,3.4166667,6.566667,0.5333333,5.4249997,7.0,17.333334,28.333334,19.5,20.666666,32.333332,44.0,33.0
7.101,31.996,3.4166667,6.566667,0.5333333,5.4249997,7.0,17.333334,28.333334,19.5,20.666666,32.333332,44.0,33.0
5.464,32.009,2.1583333,3.1333332,0.56666666,6.6166663,6.3333335,16.666666,28.666666,18.333334,20.0,31.333334,43.666668,32.0
5.125,32.044,1.8583332,3.1416667,0.7,6.75,6.0,16.0,28.416666,18.25,19.833334,31.0,43.25,31.25
5.119,32.046,1.8583332,3.1416667,0.7,6.75,6.0,16.0,28.416666,18.25,19.833334,31.0,43.25,31.25
5.123,32.046,1.8583332,3.1416667,0.7,6.75,6.0,16.0,28.416666,18.25,19.833334,31.0,43.25,31.25
5.125,32.046,1.8583332,3.1416667,0.7,6.75,6.0,16.0,28.416666,18.25,19.833334,31.0,43.25,31.25
5.124,32.048,1.8583332,3.1416667,0.7,6.75,6.0,16.0,28.416666,18.25,19.833334,31.0,43.25,31.25
7.028,32.067,3.4833333,6.566667,0.6083333,5.3999996,6.75,17.0,28.333334,19.333334,20.583334,32.166668,44.0,33.0
4.284,32.069,1.5083333,3.7,0.90000004,6.625,6.5833335,15.666667,27.666666,18.0,19.666666,30.333334,42.666668,30.583334
4.281,32.07,1.5083333,3.7,0.90000004,6.625,6.5833335,15.666667,27.666666,18.0,19.666666,30.333334,42.666668,30.583334
3.825,32.072,1.475,3.2583332,0.93333334,6.9583335,6.9166665,15.416667,27.666666,17.916666,19.416666,29.666666,42.0,30.333334
5.142,32.088,1.8333334,3.1499999,0.76666665,6.7666664,6.3333335,16.166666,28.583334,18.333334,19.833334,30.916666,43.083332,31.333334
6.57,32.104,3.2666664,5.7416663,0.7583334,5.616667,6.6666665,17.0,28.666666,19.333334,19.75,31.666666,43.75,32.666668
7.145,32.104,3.3500001,7.1583333,0.52500004,5.4083333,7.0,17.0,28.333334,19.333334,20.5,31.833334,44.0,33.0
7.149,32.104,3.3500001,7.1583333,0.52500004,5.4083333,7.0,17.0,28.333334,19.333334,20.5,31.833334,44.0,33.0
7.15,32.104,3.3500001,7.1583333,0.52500004,5.4083333,7.0,17.0,28.333334,19.333334,20.5,31.833334,44.0,33.0
7.147,32.107,3.3500001,7.1583333,0.52500004,5.4083333,7.0,17.0,28.333334,19.333334,20.5,31.833334,44.0,33.0
7.149,32.109,3.3500001,7.1583333,0.52500004,5.4083333,7.0,17.0,28.333334,19.333334,20.5,31.833334,44.0,33.0
7.003,32.113,3.3916667,7.3249993,0.5083333,5.4,6.9166665,17.0,28.333334,19.333334,20.416666,31.666666,44.0,33.0
7.0,32.114,3.3916667,7.3249993,0.5083333,5.4,6.9166665,17.0,28.333334,19.333334,20.416666,31.666666,44.0,33.0
7.004,32.115,3.3916667,7.3249993,0.5083333,5.4,6.9166665,17.0,28.333334,19.333334,20.416666,31.666666,44.0,33.0
6.999,32.116,3.4083335,6.975,0.76666665,5.408333,7.0,17.0,28.333334,19.333334,20.333334,31.666666,44.0,33.0
7.001,32.116,3.3916667,7.3249993,0.5083333,5.4,6.9166665,17.0,28.333334,19.333334,20.416666,31.666666,44.0,33.0
5.496,32.12,2.0333333,3.3000002,0.56666666,6.7333336,6.1666665,16.583334,28.666666,18.333334,20.0,31.333334,43.666668,31.75
7.023,32.12,3.3916667,7.3249993,0.5083333,5.4,6.9166665,17.0,28.333334,19.333334,20.416666,31.666666,44.0,33.0
7.022,32.121,3.3916667,7.3249993,0.5083333,5.4,6.9166665,17.0,28.333334,19.333334,20.416666,31.666666,44.0,33.0
6.469,32.131,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.471,32.131,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.475,32.131,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.469,32.132,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.471,32.132,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.467,32.133,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.469,32.133,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.47,32.133,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.471,32.133,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.472,32.133,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.473,32.133,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.474,32.133,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.475,32.133,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.476,32.133,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.465,32.134,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.466,32.134,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.467,32.134,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.468,32.134,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.469,32.134,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.47,32.134,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.471,32.134,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.472,32.134,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.473,32.134,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.474,32.134,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.986,32.134,3.4083335,6.975,0.76666665,5.408333,7.0,17.0,28.333334,19.333334,20.333334,31.666666,44.0,33.0
6.987,32.134,3.4083335,6.975,0.76666665,5.408333,7.0,17.0,28.333334,19.333334,20.333334,31.666666,44.0,33.0
6.99,32.134,3.4083335,6.975,0.76666665,5.408333,7.0,17.0,28.333334,19.333334,20.333334,31.666666,44.0,33.0
6.46,32.135,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.466,32.135,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.467,32.135,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.468,32.135,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.469,32.135,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.47,32.135,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.471,32.135,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.472,32.135,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.473,32.135,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.474,32.135,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.475,32.135,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.991,32.135,3.4083335,6.975,0.76666665,5.408333,7.0,17.0,28.333334,19.333334,20.333334,31.666666,44.0,33.0
6.464,32.136,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.466,32.136,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.467,32.136,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.468,32.136,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.469,32.136,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.47,32.136,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.471,32.136,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.472,32.136,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.473,32.136,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.474,32.136,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.475,32.136,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.476,32.136,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.465,32.137,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.466,32.137,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.467,32.137,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.468,32.137,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.469,32.137,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.47,32.137,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.471,32.137,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.472,32.137,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.473,32.137,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.475,32.137,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.477,32.137,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.46,32.138,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.466,32.138,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.467,32.138,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.468,32.138,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.469,32.138,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.47,32.138,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.471,32.138,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.472,32.138,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.473,32.138,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.474,32.138,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.475,32.138,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.476,32.138,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.46,32.139,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.463,32.139,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.465,32.139,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.467,32.139,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.468,32.139,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.469,32.139,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.47,32.139,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.471,32.139,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.463,32.14,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.464,32.14,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.465,32.14,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.466,32.14,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.467,32.14,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.468,32.14,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.469,32.14,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.47,32.14,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.471,32.14,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.473,32.14,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.462,32.141,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.464,32.141,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.465,32.141,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.466,32.141,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.468,32.141,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.279,32.142,3.0833333,5.3333335,0.76666665,5.6749997,6.5833335,16.666666,28.666666,19.333334,19.666666,31.5,43.666668,32.0
7.036,32.142,3.3916667,7.3249993,0.5083333,5.4,6.9166665,17.0,28.333334,19.333334,20.416666,31.666666,44.0,33.0
5.284,32.143,1.7333335,2.9750001,0.56666666,6.75,6.6666665,16.666666,28.666666,18.333334,20.166666,31.5,43.666668,32.0
7.039,32.144,3.3916667,7.3249993,0.5083333,5.4,6.9166665,17.0,28.333334,19.333334,20.416666,31.666666,44.0,33.0
6.789,32.145,3.4833336,6.058333,0.73333335,5.4916663,6.6666665,17.0,28.333334,19.333334,20.333334,31.666666,44.0,32.916668
6.791,32.145,3.4833336,6.058333,0.73333335,5.4916663,6.6666665,17.0,28.333334,19.333334,20.333334,31.666666,44.0,32.916668
7.04,32.146,3.3916667,7.3249993,0.5083333,5.4,6.9166665,17.0,28.333334,19.333334,20.416666,31.666666,44.0,33.0
6.785,32.148,3.4833336,6.058333,0.73333335,5.4916663,6.6666665,17.0,28.333334,19.333334,20.333334,31.666666,44.0,32.916668
6.474,32.149,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.478,32.15,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.448,32.153,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.444,32.155,3.1583335,5.6333337,0.76666665,5.616667,6.6666665,16.916666,28.666666,19.333334,19.75,31.666666,43.666668,32.25
6.798,32.155,3.4833336,6.058333,0.73333335,5.4916663,6.6666665,17.0,28.333334,19.333334,20.333334,31.666666,44.0,32.916668
6.8,32.155,3.4833336,6.058333,0.73333335,5.4916663,6.6666665,17.0,28.333334,19.333334,20.333334,31.666666,44.0,32.916668
6.801,32.155,3.4833336,6.058333,0.73333335,5.4916663,6.6666665,17.0,28.333334,19.333334,20.333334,31.666666,44.0,32.916668
7.156,32.156,3.3500001,7.1583333,0.52500004,5.4083333,7.0,17.0,28.333334,19.333334,20.5,31.833334,44.0,33.0
6.794,32.157,3.4833336,6.058333,0.73333335,5.4916663,6.6666665,17.0,28.333334,19.333334,20.333334,31.666666,44.0,32.916668
6.799,32.157,3.4833336,6.058333,0.73333335,5.4916663,6.6666665,17.0,28.333334,19.333334,20.333334,31.666666,44.0,32.916668
6.796,32.158,3.4833336,6.058333,0.73333335,5.4916663,6.6666665,17.0,28.333334,19.333334,20.333334,31.666666,44.0,32.916668
6.438,32.167,3.25,5.616667,0.72499996,5.6416664,6.6666665,16.666666,28.666666,19.333334,19.666666,31.5,43.583332,32.0
6.45,32.168,3.25,5.616667,0.72499996,5.6416664,6.6666665,16.666666,28.666666,19.333334,19.666666,31.5,43.583332,32.0
6.972,32.17,3.3166668,7.225,0.625,5.4666667,6.9166665,16.75,28.333334,19.333334,20.333334,31.666666,43.833332,32.916668
6.756,32.171,3.4666665,6.475,0.73333335,5.5750003,6.6666665,16.666666,28.333334,19.333334,19.833334,31.5,43.416668,32.416668
4.742,32.172,1.625,3.7750003,1.0916667,7.75,6.6666665,15.916667,27.75,18.0,19.416666,30.333334,42.666668,30.5
4.743,32.172,1.625,3.7750003,1.0916667,7.75,6.6666665,15.916667,27.75,18.0,19.416666,30.333334,42.666668,30.5
6.477,32.173,3.25,5.616667,0.72499996,5.6416664,6.6666665,16.666666,28.666666,19.333334,19.666666,31.5,43.583332,32.0
4.743,32.174,1.625,3.7750003,1.0916667,7.75,6.6666665,15.916667,27.75,18.0,19.416666,30.333334,42.666668,30.5
4.744,32.174,1.625,3.7750003,1.0916667,7.75,6.6666665,15.916667,27.75,18.0,19.416666,30.333334,42.666668,30.5
6.756,32.174,3.4666665,6.475,0.73333335,5.5750003,6.6666665,16.666666,28.333334,19.333334,19.833334,31.5,43.416668,32.416668
4.741,32.175,1.625,3.7750003,1.0916667,7.75,6.6666665,15.916667,27.75,18.0,19.416666,30.333334,42.666668,30.5
4.742,32.175,1.625,3.7750003,1.0916667,7.75,6.6666665,15.916667,27.75,18.0,19.416666,30.333334,42.666668,30.5
4.743,32.175,1.625,3.7750003,1.0916667,7.75,6.6666665,15.916667,27.75,18.0,19.416666,30.333334,42.666668,30.5
4.744,32.175,1.625,3.7750003,1.0916667,7.75,6.6666665,15.916667,27.75,18.0,19.416666,30.333334,42.666668,30.5
6.756,32.175,3.4666665,6.475,0.73333335,5.5750003,6.6666665,16.666666,28.333334,19.333334,19.833334,31.5,43.416668,32.416668
4.743,32.176,1.625,3.7750003,1.0916667,7.75,6.6666665,15.916667,27.75,18.0,19.416666,30.333334,42.666668,30.5
6.755,32.176,3.4666665,6.475,0.73333335,5.5750003,6.6666665,16.666666,28.333334,19.333334,19.833334,31.5,43.416668,32.416668
6.756,32.176,3.4666665,6.475,0.73333335,5.5750003,6.6666665,16.666666,28.333334,19.333334,19.833334,31.5,43.416668,32.416668
6.816,32.178,3.4666665,6.475,0.73333335,5.5750003,6.6666665,16.666666,28.333334,19.333334,19.833334,31.5,43.416668,32.416668
6.462,32.179,3.25,5.616667,0.72499996,5.6416664,6.6666665,16.666666,28.666666,19.333334,19.666666,31.5,43.583332,32.0
6.813,32.18,3.4666665,6.475,0.73333335,5.5750003,6.6666665,16.666666,28.333334,19.333334,19.833334,31.5,43.416668,32.416668
6.815,32.18,3.4666665,6.475,0.73333335,5.5750003,6.6666665,16.666666,28.333334,19.333334,19.833334,31.5,43.416668,32.416668
6.816,32.18,3.4666665,6.475,0.73333335,5.5750003,6.6666665,16.666666,28.333334,19.333334,19.833334,31.5,43.416668,32.416668
6.818,32.18,3.4666665,6.475,0.73333335,5.5750003,6.6666665,16.666666,28.333334,19.333334,19.833334,31.5,43.416668,32.416668
6.447,32.181,3.25,5.616667,0.72499996,5.6416664,6.6666665,16.666666,28.666666,19.333334,19.666666,31.5,43.583332,32.0
6.813,32.181,3.4666665,6.475,0.73333335,5.5750003,6.6666665,16.666666,28.333334,19.333334,19.833334,31.5,43.416668,32.416668
6.817,32.181,3.4666665,6.475,0.73333335,5.5750003,6.6666665,16.666666,28.333334,19.333334,19.833334,31.5,43.416668,32.416668
6.818,32.181,3.4666665,6.475,0.73333335,5.5750003,6.6666665,16.666666,28.333334,19.333334,19.833334,31.5,43.416668,32.416668
7.151,32.181,3.2416666,7.341667,0.475,5.4166665,7.0,16.666666,28.333334,19.333334,20.333334,31.666666,44.0,33.0
6.434,32.182,3.25,5.616667,0.72499996,5.6416664,6.6666665,16.666666,28.666666,19.333334,19.666666,31.5,43.583332,32.0
6.456,32.182,3.25,5.616667,0.72499996,5.6416664,6.6666665,16.666666,28.666666,19.333334,19.666666,31.5,43.583332,32.0
6.465,32.183,3.25,5.616667,0.72499996,5.6416664,6.6666665,16.666666,28.666666,19.333334,19.666666,31.5,43.583332,32.0
6.814,32.183,3.4666665,6.475,0.73333335,5.5750003,6.6666665,16.666666,28.333334,19.333334,19.833334,31.5,43.416668,32.416668
6.816,32.183,3.4666665,6.475,0.73333335,5.5750003,6.6666665,16.666666,28.333334,19.333334,19.833334,31.5,43.416668,32.416668
6.81,32.184,3.4666665,6.475,0.73333335,5.5750003,6.6666665,16.666666,28.333334,19.333334,19.833334,31.5,43.416668,32.416668
6.813,32.185,3.4666665,6.475,0.73333335,5.5750003,6.6666665,16.666666,28.333334,19.333334,19.833334,31.5,43.416668,32.416668
6.427,32.187,3.25,5.616667,0.72499996,5.6416664,6.6666665,16.666666,28.666666,19.333334,19.666666,31.5,43.583332,32.0
6.425,32.188,3.25,5.616667,0.72499996,5.6416664,6.6666665,16.666666,28.666666,19.333334,19.666666,31.5,43.583332,32.0
6.456,32.195,3.25,5.616667,0.72499996,5.6416664,6.6666665,16.666666,28.666666,19.333334,19.666666,31.5,43.583332,32.0
6.441,32.196,3.25,5.616667,0.72499996,5.6416664,6.6666665,16.666666,28.666666,19.333334,19.666666,31.5,43.583332,32.0
6.858,32.215,3.3833334,6.9666667,0.75,5.516667,6.75,16.666666,28.333334,19.333334,20.083334,31.583334,43.5,32.666668
6.86,32.215,3.3833334,6.9666667,0.75,5.516667,6.75,16.666666,28.333334,19.333334,20.083334,31.583334,43.5,32.666668
6.859,32.217,3.3833334,6.9666667,0.75,5.516667,6.75,16.666666,28.333334,19.333334,20.083334,31.583334,43.5,32.666668
6.86,32.217,3.3833334,6.9666667,0.75,5.516667,6.75,16.666666,28.333334,19.333334,20.083334,31.583334,43.5,32.666668
6.861,32.218,3.3833334,6.9666667,0.75,5.516667,6.75,16.666666,28.333334,19.333334,20.083334,31.583334,43.5,32.666668
4.992,32.219,1.7333332,3.5083332,0.95,8.008334,6.3333335,16.0,28.0,18.0,19.25,30.333334,42.666668,30.583334
4.738,32.229,1.625,3.7750003,1.0916667,7.75,6.6666665,15.916667,27.75,18.0,19.416666,30.333334,42.666668,30.5
4.739,32.229,1.625,3.7750003,1.0916667,7.75,6.6666665,15.916667,27.75,18.0,19.416666,30.333334,42.666668,30.5
4.737,32.23,1.625,3.7750003,1.0916667,7.75,6.6666665,15.916667,27.75,18.0,19.416666,30.333334,42.666668,30.5
4.738,32.23,1.625,3.7750003,1.0916667,7.75,6.6666665,15.916667,27.75,18.0,19.416666,30.333334,42.666668,30.5
7.08,32.235,3.2833335,7.2916665,0.475,5.4250007,7.0,16.833334,28.333334,19.333334,20.333334,31.666666,44.0,33.0
7.08,32.236,3.2833335,7.2916665,0.475,5.4250007,7.0,16.833334,28.333334,19.333334,20.333334,31.666666,44.0,33.0
7.077,32.239,3.2833335,7.2916665,0.475,5.4250007,7.0,16.833334,28.333334,19.333334,20.333334,31.666666,44.0,33.0
7.227,32.239,3.2333336,7.3999996,0.5,5.433333,7.0,16.833334,28.333334,19.333334,20.333334,31.666666,44.0,33.0
7.147,32.245,3.2416666,7.341667,0.475,5.4166665,7.0,16.666666,28.333334,19.333334,20.333334,31.666666,44.0,33.0
7.146,32.249,3.2416666,7.341667,0.475,5.4166665,7.0,16.666666,28.333334,19.333334,20.333334,31.666666,44.0,33.0
7.142,32.25,3.2416666,7.341667,0.475,5.4166665,7.0,16.666666,28.333334,19.333334,20.333334,31.666666,44.0,33.0
